Customer_ID,Name,Age,Gender,Location,Join_Date,Total_Spent
3050,Lucy Watson,29,Female,Chicago,2023-12-17,435.0
3051,Madison Morris,28,Female,Denver,2025-12-05,200.0
3052,Luke Lopez,18,Male,Pittsburgh,2023-09-05,1511.6
3053,Ethan Lee,31,Male,Columbus,2025-12-28,360.0
3054,Olivia Reed,41,Female,Houston,2023-02-08,1172.0
3055,Caroline Wilson 2,37,Female,Nashville,2026-01-20,617.9
3056,Lydia Brown,24,Female,Philadelphia,2024-01-02,2155.8
3057,Christian Evans,31,Male,Atlanta,2023-08-24,1703.75
3058,Sarah Brooks 2,24,Female,Pittsburgh,2025-05-09,627.75
3059,Levi Lewis,18,Male,Houston,2024-02-17,359.5
3060,Eva Johnson,20,Female,Portland,2024-07-24,3035.45
3061,Samantha Richardson,39,Female,Miami,2025-04-11,1313.5
3062,Isaiah Evans,19,Male,Phoenix,2024-10-14,384.0
3063,Emily Brown 2,46,Female,Phoenix,2025-01-11,4800.58
3064,Joseph Chavez,36,Male,Chicago,2025-09-24,859.0
3065,Ruby Martin,37,Female,Miami,2024-08-04,600.0
3066,Quinn Morales,39,Female,San Diego,2023-09-11,490.5
3067,Anna Davis,40,Female,Columbus,2023-03-10,82.2
3068,Maverick Kim 2,24,Male,San Jose,2025-10-04,589.0
3069,Samantha Cook,55,Female,Baltimore,2026-01-23,258.0
3070,Ava Cooper,24,Female,Boston,2023-11-18,254.0
3071,Kennedy Morales,26,Female,Columbus,2023-12-12,2472.1
3072,Skylar Sanchez 2,24,Female,Denver,2025-07-17,1213.1
3073,Madison Richardson,18,Female,Atlanta,2026-01-17,262.5
3074,Jeremiah Parker,38,Male,Atlanta,2025-12-21,120.0
3075,Alice Perez,33,Female,Phoenix,2025-03-26,260.5
3076,Zoe Richardson,18,Female,Seattle,2026-03-07,208.3
3077,Ellie Kelly,41,Female,Philadelphia,2023-01-24,4686.9
3078,Lydia Garcia,26,Female,Houston,2025-05-07,280.0
3079,Henry Kelly,28,Male,Los Angeles,2023-06-01,228.5
3080,Isaac Scott,42,Male,Baltimore,2026-04-12,191.5
3081,Abigail Davis,18,Female,Houston,2025-07-17,174.0
3082,Ryan Watson,39,Male,Houston,2026-04-16,19.2
3083,Noah Gutierrez,50,Male,Philadelphia,2023-12-16,730.5
3084,Charles Collins,18,Male,Baltimore,2025-08-28,264.75
3085,Addison Baker,42,Female,Minneapolis,2024-11-16,522.5
3086,Daniel Morales 2,61,Male,Chicago,2023-10-11,424.75
3087,Kennedy Mitchell,34,Female,Tampa,2025-02-26,373.0
3088,Kinsley Diaz,20,Female,Baltimore,2026-05-10,495.5
3089,Addison Jones,31,Female,Chicago,2026-02-20,96.0
3090,Penelope Turner,20,Female,Los Angeles,2024-12-22,131.0
3091,Maya Lee,22,Female,Las Vegas,2024-09-14,340.0
3092,Sebastian Parker,21,Male,Boston,2025-12-26,2723.75
3093,Thomas Adams,31,Male,Pittsburgh,2024-07-16,681.05
3094,Samantha Reyes 2,47,Female,Detroit,2026-05-03,140.0
3095,Leo Collins,36,Male,San Antonio,2026-05-03,344.75
3096,James Garcia,23,Male,Atlanta,2025-06-13,637.4
3097,Lucas Morgan,45,Male,Denver,2025-03-27,464.5
3098,Zoe Brown,41,Female,Nashville,2024-03-14,1834.6
3099,Genesis Cruz,43,Female,Portland,2024-11-04,289.75
3100,Ella Davis,37,Female,Charlotte,2026-06-05,38.4
3101,Alice Stewart,33,Female,Miami,2023-05-20,455.5
3102,Dylan Peterson,19,Male,San Jose,2025-02-17,110.0
3103,Grace Roberts,27,Female,Orlando,2025-02-27,539.5
3104,Leo Wilson,46,Male,Columbus,2023-08-29,438.5
3105,Ava Cruz,24,Female,Denver,2025-08-13,154.12
3106,Sophie Evans,37,Female,Portland,2025-10-24,1430.1
3107,Maya Cook,40,Female,Seattle,2025-07-03,3947.6
3108,Lucas Ortiz,45,Male,San Antonio,2024-11-11,1165.05
3109,Maya Perez,48,Female,Columbus,2025-05-30,1086.0
3110,Lucy Ramos,29,Female,Houston,2023-10-20,1172.55
3111,Lucy Flores,46,Female,Columbus,2023-01-29,4759.85
3112,Luna Nguyen,49,Female,Seattle,2024-03-26,1573.95
3113,Eleanor Martinez,21,Female,Cleveland,2025-07-03,412.75
3114,Brooklyn Morales,27,Female,Phoenix,2026-03-31,96.0
3115,Julian Stewart,44,Male,Chicago,2025-12-17,479.4
3116,Lincoln Brooks,48,Male,Fort Worth,2025-02-16,1004.2
3117,Emma Collins,45,Female,Nashville,2025-12-03,262.02
3118,Aaron Green,21,Male,Boston,2024-11-16,1212.5
3119,Olivia Howard,31,Female,Las Vegas,2026-02-08,713.8
3120,Levi Brown,33,Male,Orlando,2023-05-04,348.3
3121,Eli Kim,25,Male,Los Angeles,2026-03-15,366.0
3122,Eva Hall,27,Female,Baltimore,2025-07-01,609.25
3123,Brooklyn King,25,Female,Philadelphia,2024-06-20,1266.75
3124,Harper Lee,31,Female,Philadelphia,2023-08-20,632.0
3125,Layla Harris 2,26,Female,Columbus,2023-02-15,1575.3
3126,Michael Roberts,40,Male,Los Angeles,2026-05-10,64.0
3127,Hazel Rogers,42,Female,Austin,2025-09-01,943.6
3128,Caroline Martinez,31,Female,San Diego,2025-06-26,2277.9
3129,Charlie Scott,48,Male,Portland,2025-10-26,126.75
3130,Ethan Howard,45,Male,Portland,2024-10-10,2582.45
3131,Chloe Carter,34,Female,Pittsburgh,2024-12-25,450.5
3132,Noah Johnson,61,Male,Detroit,2026-06-16,284.9
3133,Nora Johnson,32,Female,Las Vegas,2024-05-20,944.37
3134,Eleanor Chavez,42,Female,San Jose,2024-04-07,1226.15
3135,Naomi Howard,27,Female,Atlanta,2023-03-03,840.75
3136,Mason Edwards,18,Male,Tampa,2023-10-11,414.38
3137,Madison Wright,31,Female,Austin,2026-01-12,977.4
3138,Cora Ward,50,Female,Phoenix,2024-05-16,2301.75
3139,Bob Richardson,28,Male,Cleveland,2026-05-12,100.0
3140,Carter Evans,23,Male,Portland,2026-03-03,72.0
3141,Grayson Jones,28,Male,Orlando,2026-03-21,24.0
3142,Willow Phillips,35,Female,Miami,2024-02-28,4822.5
3143,Henry Morris,52,Male,Minneapolis,2025-01-15,427.5
3144,Willow Sanchez,35,Female,San Jose,2023-12-07,2226.8
3145,Mateo Walker,46,Male,Miami,2026-06-20,191.0
3146,Jackson Johnson,36,Male,Fort Worth,2024-03-27,1021.25
3147,Claire Howard,40,Female,Las Vegas,2024-12-27,3071.0
3148,Jayden White,50,Male,Chicago,2023-03-24,1619.8
3149,Leah Morgan,35,Female,Miami,2025-03-20,493.5
3150,Anthony King,32,Male,New York,2026-05-01,272.5
3151,Leo Davis,40,Male,Houston,2025-04-26,1156.75
3152,Leo Rogers,24,Male,Cleveland,2026-02-13,144.0
3153,Liam Torres,29,Male,Austin,2025-09-20,450.5
3154,Sofia Robinson,44,Female,Chicago,2025-07-07,3208.4
3155,Alexander Thompson,32,Male,Columbus,2023-02-17,162.75
3156,Theo Chavez,32,Male,San Diego,2026-04-05,25.0
3157,Hazel Hall,25,Female,Chicago,2026-03-24,27.2
3158,Anthony Collins 2,33,Male,Nashville,2025-11-20,50.0
3159,Ava Garcia,27,Female,Los Angeles,2026-05-05,121.5
3160,David Rodriguez,18,Male,Chicago,2023-12-14,1167.3
3161,Ava Kelly 2,21,Female,Columbus,2024-04-12,532.25
3162,Diana Stewart,42,Female,Cleveland,2026-03-08,212.0
3163,William Hall,47,Male,Nashville,2025-12-23,532.0
3164,Abigail Williams,36,Female,Tampa,2024-09-24,909.55
3165,Landon Ramos,26,Male,Detroit,2023-10-13,850.0
3166,Violet Jackson,43,Female,San Jose,2024-09-17,758.75
3167,Julian Campbell,34,Male,San Jose,2024-04-30,1027.25
3168,Sebastian Carter,27,Male,Las Vegas,2025-09-10,71.25
3169,Liam Young,41,Male,San Antonio,2026-04-01,192.0
3170,Dylan Clark,25,Male,Las Vegas,2025-05-09,980.3
3171,Ruby Ward,24,Female,San Jose,2026-04-12,99.5
3172,Zoe Anderson,29,Female,Los Angeles,2026-03-04,767.27
3173,Alice Robinson,36,Female,Minneapolis,2025-08-06,294.2
3174,Owen Roberts,46,Male,New York,2023-04-23,358.1
3175,Isabella Campbell,32,Female,Nashville,2023-03-17,1054.7
3176,Jacob Miller,40,Male,San Jose,2025-01-20,2167.75
3177,Savannah White,34,Female,Orlando,2023-11-06,2337.45
3178,Evelyn Brown,36,Female,Portland,2024-11-28,546.25
3179,Henry Hall,35,Male,Las Vegas,2025-04-12,405.0
3180,Ivy Brooks,53,Female,Chicago,2026-04-28,153.9
3181,Scarlett Sanchez,23,Female,Portland,2023-08-04,981.0
3182,Emma Watson,44,Female,San Jose,2026-04-13,407.0
3183,Logan Allen,48,Male,Nashville,2024-03-14,981.8
3184,Jackson Lopez,18,Male,Detroit,2026-03-05,613.7
3185,Julia Phillips,21,Female,Charlotte,2025-12-03,1654.25
3186,Lucy Cooper,33,Female,Seattle,2026-01-17,184.0
3187,Samantha Kim,43,Female,San Diego,2025-01-26,75.0
3188,Luna Cruz,26,Female,Pittsburgh,2025-10-16,764.9
3189,Michael Reed,30,Male,San Diego,2024-02-19,345.25
3190,Leo Ortiz,46,Male,Charlotte,2025-07-09,261.75
3191,Lucy Rogers,37,Female,Portland,2023-08-06,530.5
3192,Amelia Hill,41,Female,Portland,2025-09-07,136.0
3193,Claire Walker,41,Female,San Antonio,2023-02-22,144.0
3194,Michael Flores,35,Male,Baltimore,2026-02-19,971.5
3195,Grace Bailey,27,Female,Tampa,2024-07-17,662.25
3196,Nolan Turner,53,Male,New York,2026-02-12,60.0
3197,Julia Lee,32,Female,San Diego,2025-02-12,1342.85
3198,Ruby Morris,26,Female,Baltimore,2023-03-01,830.5
3199,Kennedy Ramirez,39,Female,Baltimore,2026-04-12,40.8
3200,Diana Rogers,35,Female,Austin,2026-04-01,174.0
3201,Kinsley Turner,29,Female,Nashville,2026-01-01,372.5
3202,Jonathan Jackson,47,Male,Austin,2024-06-05,1315.5
3203,Nathan Richardson 2,25,Male,Fort Worth,2025-10-17,374.5
3204,Ivy Sanchez,40,Female,Charlotte,2025-04-30,125.0
3205,Ethan Gonzalez,43,Male,Detroit,2024-01-09,378.35
3206,Layla Clark 2,52,Female,San Jose,2024-06-11,2294.13
3207,Paisley Cooper 2,27,Female,Baltimore,2023-02-14,795.85
3208,Aiden Perez,33,Male,Columbus,2024-11-21,929.5
3209,Mia Phillips,39,Female,Columbus,2026-04-20,84.0
3210,Lincoln Morales,39,Male,San Jose,2023-11-17,91.4
3211,Julian Stewart 2,36,Male,Fort Worth,2023-01-18,3547.37
3212,Daniel Cooper,37,Male,Seattle,2023-11-14,1109.3
3213,Emma Gonzalez,18,Female,Miami,2024-04-28,219.0
3214,Aiden Watson,38,Male,Columbus,2026-04-10,225.5
3215,Allison Stewart,32,Female,Miami,2025-12-12,336.3
3216,Daniel Perez,29,Male,San Jose,2023-12-15,369.5
3217,Oliver Lewis,34,Male,Jacksonville,2025-06-29,544.7
3218,Abigail Gutierrez,28,Female,Charlotte,2025-04-28,268.0
3219,Ellie Gutierrez,23,Female,Charlotte,2023-01-29,1603.75
3220,Samantha Sanchez,21,Female,Houston,2024-07-20,4535.43
3221,Lucas Nelson,29,Male,Las Vegas,2025-08-04,126.0
3222,Maya Jackson,35,Female,Philadelphia,2025-03-24,1704.0
3223,Eva Richardson,23,Female,Chicago,2023-06-20,1421.25
3224,Bob Scott,31,Male,San Antonio,2023-07-24,549.9
3225,Landon Peterson,44,Male,Portland,2024-01-21,813.25
3226,Lincoln Anderson,18,Male,Los Angeles,2025-04-15,135.0
3227,Liam Roberts,28,Male,Chicago,2026-05-28,210.0
3228,Sofia Williams,39,Female,Las Vegas,2023-04-27,1964.68
3229,Evelyn Thompson,18,Female,Austin,2024-08-30,1053.0
3230,Alexander Brooks,32,Male,Columbus,2023-10-30,1799.7
3231,Stella Anderson,26,Female,Fort Worth,2024-12-30,2526.92
3232,Natalie Martinez 2,39,Female,Detroit,2025-03-23,823.3
3233,Mia Lewis,18,Female,Miami,2026-02-19,449.5
3234,Jonathan Howard,34,Male,Detroit,2024-06-09,367.5
3235,Ivy Jackson,41,Female,Baltimore,2023-12-19,102.5
3236,Oliver Baker,27,Male,Charlotte,2024-05-15,6999.63
3237,Leah Gutierrez,35,Female,Cleveland,2026-07-03,52.0
3238,Hazel Cruz,49,Female,Los Angeles,2025-11-16,227.38
3239,Piper Hill,28,Female,Atlanta,2023-08-03,3443.52
3240,Nolan Collins,27,Male,Dallas,2025-04-30,485.0
3241,Emma Morgan,41,Female,San Diego,2025-07-01,927.5
3242,Owen Hall,18,Male,Pittsburgh,2023-10-29,1316.8
3243,Daniel Robinson,28,Male,New York,2025-06-07,231.05
3244,Quinn Martinez,44,Female,Phoenix,2024-09-08,190.25
3245,Lucas Gonzalez,36,Male,Denver,2023-11-03,1015.5
3246,Ruby Green,26,Female,Columbus,2023-04-30,1036.5
3247,Violet Flores,28,Female,Tampa,2023-09-10,3564.85
3248,Addison Evans,27,Female,Columbus,2025-08-09,1157.75
3249,Allison Lee,44,Female,Baltimore,2026-03-07,192.0
3250,Genesis Ward 2,35,Female,Philadelphia,2025-10-03,515.7
3251,Ruby Green 2,30,Female,Phoenix,2025-06-03,1141.0
3252,Alexander Lee 2,31,Male,Baltimore,2024-07-10,512.5
3253,Lucy Cook,19,Female,Fort Worth,2025-07-02,637.0
3254,Isabella Diaz,45,Female,Houston,2026-07-05,405.0
3255,Zoe Sanchez,36,Female,Jacksonville,2026-06-14,146.0
3256,Quinn Carter,18,Female,Pittsburgh,2025-12-07,328.8
3257,Violet Allen,22,Female,New York,2026-05-24,206.8
3258,Leo Martin,47,Male,Las Vegas,2023-09-14,351.8
3259,Violet Richardson,36,Female,Chicago,2025-12-14,195.0
3260,Adrian Phillips,38,Male,Cleveland,2025-10-26,288.0
3261,Riley Cruz,29,Female,Boston,2023-08-30,2583.1
3262,Asher Cox,21,Male,Cleveland,2023-08-22,215.2
3263,Connor Gonzalez,39,Male,Dallas,2023-11-16,593.2
3264,Jonathan Evans 2,18,Male,Philadelphia,2024-07-14,1167.5
3265,Bob Wilson,18,Male,Atlanta,2024-01-21,1956.6
3266,Hannah Carter,31,Female,Seattle,2023-03-27,2720.95
3267,Emily Reyes,39,Female,Tampa,2025-01-31,1982.75
3268,Michael Diaz,51,Male,Houston,2026-05-19,192.0
3269,Jack Lopez,32,Male,Nashville,2023-08-04,2201.2
3270,Quinn Wilson 2,43,Female,New York,2023-06-05,1189.3
3271,Ryan Miller 2,48,Male,Minneapolis,2023-10-20,720.7
3272,Quinn Morales 2,34,Female,Austin,2025-11-06,294.5
3273,Madison Adams,28,Female,Los Angeles,2026-06-04,20.25
3274,Connor Baker,24,Male,Baltimore,2024-07-08,948.9
3275,Thomas Jackson,18,Male,Minneapolis,2023-03-21,1661.75
3276,Jacob Reyes,28,Male,Seattle,2025-12-12,82.25
3277,Riley Johnson,34,Female,Jacksonville,2026-06-14,25.0
3278,Nathan Nelson,32,Male,Seattle,2025-02-16,899.0
3279,Amelia Rivera,63,Female,Baltimore,2026-05-30,561.0
3280,William Phillips,20,Male,Phoenix,2023-04-28,905.0
3281,Eli Ramos,46,Male,Chicago,2026-01-18,176.0
3282,Ruby Thompson,36,Female,Seattle,2026-06-13,75.0
3283,Daniel Allen,31,Male,Columbus,2024-02-20,1655.0
3284,Charlie Perez,29,Male,Fort Worth,2025-04-28,1864.25
3285,Mateo King,26,Male,Pittsburgh,2026-06-11,314.75
3286,Thomas Cook,19,Male,Baltimore,2024-01-18,25.5
3287,Mia Hall,33,Female,Portland,2026-01-18,1120.5
3288,Jeremiah Edwards,23,Male,Houston,2025-02-08,335.25
3289,Emily Gonzalez,43,Female,Nashville,2023-11-26,75.0
3290,Penelope Roberts,58,Female,Los Angeles,2024-07-05,2108.75
3291,Alexander Phillips,23,Male,Tampa,2025-04-23,802.0
3292,Natalie Anderson,46,Female,Charlotte,2025-09-24,326.0
3293,Paisley Robinson,29,Female,Las Vegas,2025-07-30,563.0
3294,Caleb Garcia,30,Male,Miami,2025-04-15,55.0
3295,Sadie Chavez,30,Female,Tampa,2025-08-26,476.2
3296,Ellie Robinson,23,Female,Baltimore,2024-09-09,1000.0
3297,Hunter Cook,43,Male,Philadelphia,2025-04-08,4294.0
3298,Isaac Evans,18,Male,Jacksonville,2024-01-11,614.0
3299,Aiden Hernandez,31,Male,Baltimore,2025-03-27,312.5
3300,William Moore,27,Male,Baltimore,2024-03-11,532.3
3301,Hunter Flores,45,Male,San Jose,2024-12-21,312.5
3302,Jackson Lewis,46,Male,Portland,2025-01-17,1366.0
3303,Abigail Martin,31,Female,Los Angeles,2026-06-29,30.0
3304,Alice White,27,Female,Denver,2024-11-11,949.5
3305,Theo Edwards,31,Male,San Diego,2025-11-21,171.0
3306,Genesis Ward 3,35,Female,Fort Worth,2025-12-08,450.25
3307,Ryan Gonzalez,28,Male,Portland,2026-04-19,55.0
3308,Diana Taylor 2,26,Female,Portland,2023-03-21,395.75
3309,Julian Robinson,26,Male,Atlanta,2023-11-16,1991.75
3310,Layla Phillips,30,Female,Columbus,2025-12-03,827.8
3311,Scarlett Wilson,42,Female,Fort Worth,2024-01-30,150.0
3312,Charlie Evans,23,Male,Tampa,2025-09-22,432.0
3313,Oliver Morgan,40,Male,Minneapolis,2025-09-24,234.0
3314,Jeremiah Taylor,19,Male,Philadelphia,2023-11-30,1575.5
3315,Sarah Adams,35,Female,Boston,2023-03-24,1157.5
3316,Maya Lopez,40,Female,Jacksonville,2025-09-02,224.0
3317,Jack Cruz,34,Male,Denver,2025-12-11,272.6
3318,Sebastian Peterson,37,Male,Miami,2025-10-20,344.5
3319,Willow Richardson,50,Female,San Diego,2025-01-28,225.5
3320,Chloe Flores,45,Female,Phoenix,2025-02-02,344.0
3321,Jackson Cox,30,Male,Dallas,2024-11-21,2406.8
3322,Zoe Turner,30,Female,Las Vegas,2026-06-07,22.5
3323,Chloe Peterson,32,Female,Portland,2023-12-16,100.0
3324,Lucy Howard,49,Female,Detroit,2026-03-23,210.75
3325,Lily Adams,48,Female,Chicago,2025-07-14,103.25
3326,Naomi Thomas,36,Female,Austin,2025-06-25,1420.45
3327,Jacob Baker,36,Male,Houston,2024-12-06,238.65
3328,Natalie Roberts,25,Female,Houston,2026-02-28,323.5
3329,Luna Cox,18,Female,Baltimore,2025-08-22,658.0
3330,Audrey Richardson,30,Female,Austin,2023-02-09,1417.97
3331,Asher Harris,47,Male,Detroit,2024-02-14,119.38
3332,Aiden Murphy,31,Male,Las Vegas,2025-03-08,640.75
3333,Lily Moore,31,Female,Portland,2023-11-13,754.75
3334,Charles Allen,58,Male,Charlotte,2025-07-03,142.0
3335,Willow Morris,18,Female,Cleveland,2025-03-21,3276.5
3336,Mateo Green,45,Male,San Jose,2024-10-13,1124.95
3337,Penelope Gonzalez,34,Female,Nashville,2024-10-03,589.25
3338,Skylar Reed,38,Female,New York,2026-03-16,192.0
3339,Joseph Ortiz,18,Male,Las Vegas,2024-11-28,1495.1
3340,Isaiah Taylor,34,Male,Pittsburgh,2025-11-14,1301.75
3341,Bob Cruz,34,Male,Pittsburgh,2026-02-07,480.0
3342,Eli Cooper,52,Male,Charlotte,2024-08-28,664.7
3343,Jaxon Cooper,30,Male,Jacksonville,2024-12-31,279.75
3344,Joseph Rogers,38,Male,Houston,2025-06-01,1213.5
3345,Violet Bailey,30,Female,Dallas,2026-04-15,48.0
3346,Anna Lewis,46,Female,Portland,2026-05-28,45.0
3347,Maya Morris,35,Female,Charlotte,2026-04-09,90.0
3348,Willow Anderson,34,Female,Philadelphia,2024-05-03,632.5
3349,Diana Wilson,18,Female,Columbus,2025-01-18,561.9
3350,Quinn Johnson,29,Female,San Diego,2023-12-30,2275.72
3351,Lucy Flores 2,25,Female,Charlotte,2026-05-06,252.0
3352,David Perez 2,32,Male,New York,2024-02-17,1432.5
3353,Aria Thomas,19,Female,Cleveland,2023-02-05,1098.3
3354,Aria Murphy,45,Female,Houston,2026-06-29,31.5
3355,Piper Moore,43,Female,Pittsburgh,2024-02-26,149.5
3356,Caleb Phillips,25,Male,Tampa,2024-06-08,1885.5
3357,Lily Rivera,35,Female,Austin,2026-02-18,52.25
3358,Diana Edwards 2,50,Female,Chicago,2025-03-26,293.8
3359,Daniel Brooks 2,34,Male,Baltimore,2023-10-14,128.0
3360,Violet Cruz,52,Female,Tampa,2024-01-26,835.5
3361,Lydia Watson 2,20,Female,San Diego,2024-06-27,724.0
3362,Samantha Garcia,25,Female,Phoenix,2023-04-27,518.1
3363,Aria Gonzalez,18,Female,San Diego,2025-06-07,929.75
3364,Kinsley Murphy,31,Female,Los Angeles,2023-08-30,2401.2
3365,Audrey Mitchell,25,Female,Los Angeles,2023-07-21,313.0
3366,Alice Davis,38,Female,San Jose,2025-04-25,496.75
3367,Evelyn Edwards,27,Female,Houston,2024-06-03,1248.0
3368,Jaxon Reed,41,Male,Jacksonville,2024-11-22,2710.7
3369,Jacob Cox 2,29,Male,Fort Worth,2025-05-31,144.0
3370,Abigail Moore,27,Female,Los Angeles,2025-11-05,76.0
3371,Adrian Sanchez,55,Male,Detroit,2023-09-09,2197.25
3372,Alice Clark,49,Female,Phoenix,2024-12-13,222.0
3373,Aurora Kelly,18,Female,Pittsburgh,2026-05-08,110.0
3374,Sadie Parker,39,Female,Tampa,2026-06-11,127.5
3375,Claire Moore,61,Female,San Antonio,2024-06-07,1061.75
3376,Aiden Rogers 2,44,Male,Chicago,2026-04-23,83.4
3377,Julia Phillips 2,28,Female,New York,2025-06-14,921.45
3378,Stella Cox,29,Female,Tampa,2026-04-28,54.4
3379,Lydia Cooper,31,Female,Houston,2024-04-13,6432.07
3380,Emma Peterson,42,Female,Phoenix,2023-02-04,888.6
3381,Mason Jackson,28,Male,Orlando,2024-03-11,701.0
3382,Emily Johnson,27,Female,Jacksonville,2025-11-25,175.0
3383,Savannah Jackson,32,Female,Orlando,2025-11-11,116.0
3384,Willow Robinson,37,Female,Dallas,2025-03-24,350.5
3385,Grayson Kim,22,Male,Baltimore,2024-02-16,363.2
3386,Gabriel Reed,44,Male,Austin,2023-09-07,2175.98
3387,Anna Lee,28,Female,Seattle,2026-01-26,30.0
3388,Layla Stewart 2,36,Female,San Antonio,2024-04-18,1805.5
3389,Nolan Harris,37,Male,Fort Worth,2024-08-03,2700.58
3390,Alexander Martinez,39,Male,Charlotte,2023-08-30,939.0
3391,Aiden Wilson,34,Male,Houston,2024-11-28,368.5
3392,Eva Thomas,32,Female,Portland,2026-02-16,208.5
3393,Lucas Allen,47,Male,Tampa,2025-03-15,632.92
3394,Jeremiah Anderson,28,Male,Baltimore,2026-03-22,61.5
3395,Alexander Jackson,27,Male,Austin,2025-10-10,711.55
3396,Violet Rodriguez,36,Female,Boston,2025-03-15,934.35
3397,Emma Anderson,42,Female,New York,2024-10-28,1502.9
3398,Charlie Walker,26,Male,Portland,2024-12-07,1207.52
3399,Ivy Thomas,38,Female,San Jose,2026-07-04,18.0
3400,Victoria Taylor,61,Female,Chicago,2026-05-26,240.0
3401,Gabriel Lee 2,20,Male,Phoenix,2023-10-24,533.8
3402,Jaxon Flores 2,24,Male,Cleveland,2025-03-30,825.0
3403,Piper Carter,32,Female,New York,2026-03-17,255.5
3404,Theodore Martin,29,Male,Atlanta,2023-08-11,624.25
3405,Wyatt Martinez,33,Male,Austin,2023-08-30,2074.72
3406,Levi Phillips 2,27,Male,Seattle,2025-08-25,1752.15
3407,John Richardson,39,Male,San Diego,2025-05-03,679.5
3408,Piper Peterson,18,Female,Orlando,2025-09-20,150.0
3409,Amelia Kim 2,37,Female,San Diego,2025-09-16,20.25
3410,Daniel Mitchell,18,Male,New York,2024-06-27,943.0
3411,Alice Jackson 2,21,Female,Baltimore,2024-09-16,300.0
3412,Lucas Hill,51,Male,Boston,2026-04-01,76.0
3413,Adrian Parker,39,Male,Miami,2024-03-31,2500.75
3414,Asher Jones,36,Male,Los Angeles,2025-07-08,814.0
3415,Lincoln Kim,35,Male,Jacksonville,2024-04-05,1130.2
3416,Violet Hernandez,32,Female,Columbus,2024-04-01,759.9
3417,Layla Morales,31,Female,Columbus,2026-02-06,58.5
3418,David Williams,25,Male,Cleveland,2023-04-08,1062.4
3419,Gabriel White,42,Male,Cleveland,2024-07-20,1350.7
3420,Savannah Ramos,19,Female,Columbus,2026-01-13,60.0
3421,Mason Gonzalez,39,Male,Detroit,2026-06-26,76.5
3422,Anna Harris,39,Female,Detroit,2026-06-25,90.0
3423,Caleb Morris,25,Male,Los Angeles,2025-12-08,1650.38
3424,Leo Cruz,40,Male,Chicago,2023-03-13,6128.4
3425,Victoria Jones,39,Female,New York,2023-04-11,150.4
3426,Ethan Sanchez,38,Male,Los Angeles,2025-11-29,611.6
3427,Amelia Howard,34,Female,Austin,2025-10-11,460.0
3428,Luna Williams,30,Female,Fort Worth,2026-02-09,1087.0
3429,Penelope Evans,32,Female,Columbus,2026-06-24,634.0
3430,Julian Wilson 2,29,Male,New York,2026-02-23,80.0
3431,Asher Murphy,32,Male,Charlotte,2026-04-12,25.0
3432,Harper Walker,40,Female,Portland,2026-03-15,400.0
3433,Zoe Gutierrez,19,Female,Austin,2026-01-25,32.0
3434,Scarlett Hall,18,Female,Columbus,2023-12-13,536.0
3435,Ivy Young,39,Female,Portland,2023-12-06,25.0
3436,William Williams,36,Male,Boston,2024-04-22,1494.0
3437,Nathan Gonzalez,38,Male,Chicago,2025-07-29,178.2
3438,Addison Campbell,42,Female,Minneapolis,2023-04-20,400.0
3439,Alice King,57,Female,Nashville,2025-07-20,1654.9
3440,Addison Nguyen,22,Female,Pittsburgh,2026-04-15,725.0
3441,David Mitchell,32,Male,Columbus,2025-11-20,696.5
3442,Savannah Miller,38,Female,Atlanta,2025-12-02,255.0
3443,Isaiah Kelly,32,Male,Fort Worth,2024-04-13,176.12
3444,Mateo Phillips,40,Male,Jacksonville,2025-12-18,532.65
3445,Naomi Morris,55,Female,Fort Worth,2023-04-21,457.5
3446,Alexander Turner,51,Male,Detroit,2023-07-03,740.95
3447,Alice Thomas,40,Female,Portland,2023-02-04,1189.4
3448,Maya Ward 2,44,Female,Tampa,2024-09-19,178.1
3449,Allison Morales,52,Female,Columbus,2023-05-07,651.0
3450,Hannah Lopez,36,Female,Chicago,2023-06-09,1751.37
3451,Sarah Parker,32,Female,Chicago,2025-12-19,73.0
3452,Joseph Hall,54,Male,San Antonio,2025-04-06,155.5
3453,Kennedy Murphy,43,Female,Jacksonville,2025-12-31,467.5
3454,Jayden Phillips,48,Male,Cleveland,2025-10-09,2144.05
3455,Oliver Kim,59,Male,Atlanta,2025-04-26,968.05
3456,Thomas Adams 2,31,Male,Pittsburgh,2024-05-06,2262.25
3457,Penelope Thomas,32,Female,Charlotte,2025-12-21,270.0
3458,Hunter Moore,51,Male,Nashville,2025-11-29,594.5
3459,Stella Sanchez,39,Female,Jacksonville,2025-09-29,1206.5
3460,Riley Ramos,43,Female,Jacksonville,2025-05-30,1195.2
3461,Luna Gutierrez,18,Female,Columbus,2024-11-17,2406.95
3462,Willow Bailey,34,Female,Austin,2026-06-24,270.0
3463,Hannah Stewart 2,22,Female,Fort Worth,2025-01-01,282.5
3464,Allison Nguyen 2,26,Female,Cleveland,2026-06-03,120.0
3465,James Anderson 2,38,Male,Atlanta,2023-01-23,736.0
3466,Jonathan Bailey,31,Male,Nashville,2023-09-08,602.75
3467,Lincoln Hill,36,Male,Houston,2025-01-30,2783.4
3468,Alice Taylor,20,Female,Charlotte,2026-03-07,25.0
3469,Anna Johnson,25,Female,Las Vegas,2026-02-28,1144.5
3470,Kennedy Young,33,Female,Los Angeles,2024-05-13,623.0
